task,segment,step,time_s,q1,q2,q3,q4,q5,q6,selfDist_mm,selfCollision,envCollision,tcpX_mm,tcpY_mm,tcpZ_mm
1,3,250,1.0005,159.147,-42.000,38.000,0.000,100.000,0.000,49.12,0,0,1719.2,-406.3,815.5
1,3,260,1.0405,160.367,-42.000,38.000,0.000,100.000,0.000,49.12,0,0,1727.5,-369.6,815.5
1,3,270,1.0805,161.653,-42.000,38.000,0.000,100.000,0.000,49.12,0,0,1735.3,-330.7,815.5
1,3,280,1.1205,163.002,-42.000,38.000,0.000,100.000,0.000,49.12,0,0,1742.6,-289.8,815.5
1,3,290,1.1605,164.414,-42.000,38.000,0.000,100.000,0.000,49.12,0,0,1749.3,-246.7,815.5
1,3,300,1.2005,165.888,-42.000,38.000,0.000,100.000,0.000,49.12,0,0,1755.0,-201.7,815.5
1,3,310,1.2406,167.422,-42.000,38.000,0.000,100.000,0.000,49.12,0,0,1759.8,-154.6,815.5
1,3,320,1.2806,169.015,-42.000,38.000,0.000,100.000,0.000,49.12,0,0,1763.4,-105.6,815.5
1,3,330,1.3206,170.665,-42.000,38.000,0.000,100.000,0.000,49.12,0,0,1765.7,-54.8,815.5
1,3,340,1.3606,172.371,-42.000,38.000,0.000,100.000,0.000,49.12,0,0,1766.6,-2.2,815.5
1,3,350,1.4006,174.130,-42.000,38.000,0.000,100.000,0.000,49.12,0,0,1765.8,52.0,815.5
1,3,360,1.4407,175.940,-42.000,38.000,0.000,100.000,0.000,49.12,0,0,1763.3,107.8,815.5
1,3,370,1.4807,177.799,-42.000,38.000,0.000,100.000,0.000,49.12,0,0,1758.9,164.9,815.5
1,3,380,1.5207,179.705,-42.000,38.000,0.000,100.000,0.000,49.12,0,0,1752.4,223.3,815.5
1,3,390,1.5607,181.656,-42.000,38.000,0.000,100.000,0.000,49.12,0,0,1743.8,282.8,815.5
1,3,400,1.6007,183.648,-42.000,38.000,0.000,100.000,0.000,49.12,0,0,1732.9,343.3,815.5
1,3,410,1.6408,185.679,-42.000,38.000,0.000,100.000,0.000,49.12,0,0,1719.6,404.5,815.5
1,3,420,1.6808,187.746,-42.000,38.000,0.000,100.000,0.000,49.12,0,0,1703.9,466.3,815.5
1,3,430,1.7208,189.847,-42.000,38.000,0.000,100.000,0.000,49.12,0,0,1685.7,528.4,815.5
1,3,440,1.7608,191.978,-42.000,38.000,0.000,100.000,0.000,49.12,0,0,1664.9,590.7,815.5
1,3,450,1.8008,194.137,-42.000,38.000,0.000,100.000,0.000,49.12,0,0,1641.4,653.0,815.5
1,3,460,1.8408,196.321,-42.000,38.000,0.000,100.000,0.000,49.12,0,0,1615.4,715.1,815.5
1,3,470,1.8809,198.526,-42.000,38.000,0.000,100.000,0.000,49.12,0,0,1586.7,776.7,815.5
1,3,480,1.9209,200.750,-42.000,38.000,0.000,100.000,0.000,49.12,0,0,1555.3,837.7,815.5
1,3,490,1.9609,202.989,-42.000,38.000,0.000,100.000,0.000,49.12,0,0,1521.4,897.8,815.5
1,3,500,2.0009,205.240,-42.000,38.000,0.000,100.000,0.000,49.12,0,0,1485.0,956.9,815.5
1,3,510,2.0409,207.499,-42.000,38.000,0.000,100.000,0.000,49.12,0,0,1446.1,1014.7,815.5
1,3,520,2.0810,209.764,-42.000,38.000,0.000,100.000,0.000,49.12,0,0,1404.8,1071.1,815.5
1,3,530,2.1210,212.032,-42.000,38.000,0.000,100.000,0.000,49.12,0,0,1361.4,1125.8,815.5
1,3,540,2.1610,214.299,-42.000,38.000,0.000,100.000,0.000,49.12,0,0,1315.8,1178.8,815.5
1,3,550,2.2010,216.561,-42.000,38.000,0.000,100.000,0.000,49.12,0,0,1268.2,1229.8,815.5
1,3,560,2.2410,218.816,-42.000,38.000,0.000,100.000,0.000,49.12,0,0,1218.9,1278.7,815.5
1,3,570,2.2810,221.060,-42.000,38.000,0.000,100.000,0.000,49.12,0,0,1167.9,1325.5,815.5
1,3,580,2.3211,223.290,-42.000,38.000,0.000,100.000,0.000,49.12,0,0,1115.4,1369.9,815.5
1,3,590,2.3611,225.503,-42.000,38.000,0.000,100.000,0.000,49.12,0,0,1061.7,1412.0,815.5
1,3,600,2.4011,227.695,-42.000,38.000,0.000,100.000,0.000,49.12,0,0,1006.9,1451.6,815.5
1,3,610,2.4411,229.865,-42.000,38.000,0.000,100.000,0.000,49.12,0,0,951.2,1488.6,815.5
1,3,620,2.4811,232.008,-42.000,38.000,0.000,100.000,0.000,49.12,0,0,894.9,1523.1,815.5
1,3,630,2.5212,234.121,-42.000,38.000,0.000,100.000,0.000,49.12,0,0,838.1,1555.1,815.5
1,3,640,2.5612,236.202,-42.000,38.000,0.000,100.000,0.000,49.12,0,0,781.1,1584.5,815.5
1,3,650,2.6012,238.248,-42.000,38.000,0.000,100.000,0.000,49.12,0,0,724.0,1611.4,815.5
1,3,660,2.6412,240.256,-42.000,38.000,0.000,100.000,0.000,49.12,0,0,667.1,1635.8,815.5
1,3,670,2.6812,242.223,-42.000,38.000,0.000,100.000,0.000,49.12,0,0,610.6,1657.7,815.5
1,3,680,2.7212,244.147,-42.000,38.000,0.000,100.000,0.000,49.12,0,0,554.6,1677.3,815.5
1,3,690,2.7613,246.025,-42.000,38.000,0.000,100.000,0.000,49.12,0,0,499.3,1694.5,815.5
1,3,700,2.8013,247.855,-42.000,38.000,0.000,100.000,0.000,49.12,0,0,444.9,1709.6,815.5
1,3,710,2.8413,249.635,-42.000,38.000,0.000,100.000,0.000,49.12,0,0,391.6,1722.6,815.5
1,3,720,2.8813,251.362,-42.000,38.000,0.000,100.000,0.000,49.12,0,0,339.5,1733.6,815.5
1,3,730,2.9213,253.035,-42.000,38.000,0.000,100.000,0.000,49.12,0,0,288.8,1742.8,815.5
1,3,740,2.9614,254.651,-42.000,38.000,0.000,100.000,0.000,49.12,0,0,239.5,1750.3,815.5
1,3,750,3.0014,256.209,-42.000,38.000,0.000,100.000,0.000,49.12,0,0,191.8,1756.1,815.5
1,3,760,3.0414,257.707,-42.000,38.000,0.000,100.000,0.000,49.12,0,0,145.8,1760.5,815.5
1,3,770,3.0814,259.144,-42.000,38.000,0.000,100.000,0.000,49.12,0,0,101.6,1763.6,815.5
1,3,780,3.1214,260.519,-42.000,38.000,0.000,100.000,0.000,49.12,0,0,59.3,1765.6,815.5
1,3,790,3.1614,261.830,-42.000,38.000,0.000,100.000,0.000,49.12,0,0,18.9,1766.5,815.5
1,3,800,3.2015,263.076,-42.000,38.000,0.000,100.000,0.000,49.12,0,0,-19.5,1766.5,815.5
1,3,810,3.2415,264.257,-42.000,38.000,0.000,100.000,0.000,49.12,0,0,-55.9,1765.7,815.5
1,3,820,3.2815,265.373,-42.000,38.000,0.000,100.000,0.000,49.12,0,0,-90.3,1764.3,815.5
1,3,830,3.3215,266.422,-42.000,38.000,0.000,100.000,0.000,49.12,0,0,-122.6,1762.3,815.5
1,3,840,3.3615,267.405,-42.000,38.000,0.000,100.000,0.000,49.12,0,0,-152.8,1760.0,815.5
1,3,850,3.4016,268.322,-42.000,38.000,0.000,100.000,0.000,49.12,0,0,-181.0,1757.3,815.5
1,3,860,3.4416,269.173,-42.000,38.000,0.000,100.000,0.000,49.12,0,0,-207.0,1754.4,815.5
1,3,870,3.4816,269.959,-42.000,38.000,0.000,100.000,0.000,49.12,0,0,-231.1,1751.4,815.5
1,3,880,3.5216,270.680,-42.000,38.000,0.000,100.000,0.000,49.12,0,0,-253.1,1748.3,815.5
1,3,890,3.5616,271.338,-42.000,38.000,0.000,100.000,0.000,49.12,0,0,-273.2,1745.3,815.5
1,3,900,3.6016,271.933,-42.000,38.000,0.000,100.000,0.000,49.12,0,0,-291.3,1742.4,815.5
1,3,910,3.6417,272.468,-42.000,38.000,0.000,100.000,0.000,49.12,0,0,-307.5,1739.6,815.5
1,3,920,3.6817,272.944,-42.000,38.000,0.000,100.000,0.000,49.12,0,0,-322.0,1737.0,815.5
1,3,930,3.7217,273.362,-42.000,38.000,0.000,100.000,0.000,49.12,0,0,-334.7,1734.6,815.5
1,3,940,3.7617,273.726,-42.000,38.000,0.000,100.000,0.000,49.12,0,0,-345.7,1732.4,815.5
1,3,950,3.8017,274.039,-42.000,38.000,0.000,100.000,0.000,49.12,0,0,-355.1,1730.5,815.5
1,3,960,3.8418,274.301,-42.000,38.000,0.000,100.000,0.000,49.12,0,0,-363.0,1728.9,815.5
1,3,970,3.8818,274.518,-42.000,38.000,0.000,100.000,0.000,49.12,0,0,-369.6,1727.5,815.5
1,3,980,3.9218,274.693,-42.000,38.000,0.000,100.000,0.000,49.12,0,0,-374.8,1726.3,815.5
1,3,990,3.9618,274.829,-42.000,38.000,0.000,100.000,0.000,49.12,0,0,-378.9,1725.5,815.5
1,3,1000,4.0018,274.931,-42.000,38.000,0.000,100.000,0.000,49.12,0,0,-382.0,1724.8,815.5
1,3,1010,4.0418,275.002,-42.000,38.000,0.000,100.000,0.000,49.12,0,0,-384.2,1724.3,815.5
1,3,1020,4.0819,275.048,-42.000,38.000,0.000,100.000,0.000,49.12,0,0,-385.5,1724.0,815.5
1,3,1030,4.1219,275.075,-42.000,38.000,0.000,100.000,0.000,49.12,0,0,-386.3,1723.8,815.5
1,3,1040,4.1619,275.086,-42.000,38.000,0.000,100.000,0.000,49.12,0,0,-386.7,1723.7,815.5
1,3,1050,4.2019,275.089,-42.000,38.000,0.000,100.000,0.000,49.12,0,0,-386.8,1723.7,815.5
1,3,1054,4.2179,275.089,-42.000,38.000,0.000,100.000,0.000,49.12,0,0,-386.8,1723.7,815.5
1,4,0,0.0000,275.089,-42.000,38.000,0.000,100.000,0.000,49.12,0,0,-386.8,1723.7,815.5
1,4,10,0.0400,275.089,-42.000,38.001,-0.001,100.000,-0.000,49.12,0,0,-386.8,1723.7,815.5
1,4,20,0.0801,275.089,-42.001,38.005,-0.009,99.999,-0.000,49.14,0,0,-386.8,1723.7,815.5
1,4,30,0.1201,275.089,-42.002,38.016,-0.029,99.998,-0.001,49.19,0,0,-386.8,1723.7,815.3
1,4,40,0.1601,275.089,-42.004,38.038,-0.067,99.996,-0.003,49.27,0,0,-386.8,1723.8,815.1
1,4,50,0.2002,275.089,-42.008,38.073,-0.129,99.992,-0.005,49.41,0,0,-386.8,1723.9,814.7
1,4,60,0.2402,275.089,-42.014,38.124,-0.220,99.986,-0.008,49.62,0,0,-386.8,1724.0,814.2
1,4,70,0.2803,275.089,-42.022,38.195,-0.344,99.978,-0.013,49.90,0,0,-386.9,1724.1,813.4
1,4,80,0.3203,275.089,-42.033,38.286,-0.505,99.967,-0.019,50.26,0,0,-386.9,1724.3,812.4
1,4,90,0.3603,275.089,-42.046,38.401,-0.708,99.954,-0.027,50.73,0,0,-386.9,1724.5,811.1
1,4,100,0.4004,275.089,-42.062,38.542,-0.957,99.938,-0.036,51.29,0,0,-387.0,1724.8,809.6
1,4,110,0.4404,275.089,-42.081,38.710,-1.254,99.919,-0.048,51.87,0,0,-387.1,1725.2,807.7
1,4,120,0.4804,275.089,-42.103,38.907,-1.602,99.897,-0.061,51.87,0,0,-387.2,1725.5,805.6
1,4,130,0.5205,275.089,-42.129,39.135,-2.004,99.871,-0.076,51.87,0,0,-387.3,1726.0,803.0
1,4,140,0.5605,275.089,-42.159,39.395,-2.463,99.841,-0.093,51.87,0,0,-387.4,1726.4,800.2
1,4,150,0.6006,275.089,-42.192,39.688,-2.981,99.808,-0.113,51.87,0,0,-387.5,1726.9,797.0
1,4,160,0.6406,275.089,-42.229,40.016,-3.560,99.771,-0.135,51.87,0,0,-387.6,1727.5,793.4
1,4,170,0.6806,275.089,-42.271,40.378,-4.200,99.729,-0.159,51.87,0,0,-387.8,1728.0,789.4
1,4,180,0.7207,275.089,-42.316,40.777,-4.904,99.684,-0.186,51.87,0,0,-387.9,1728.6,785.1
1,4,190,0.7607,275.089,-42.365,41.212,-5.672,99.634,-0.215,51.87,0,0,-388.1,1729.2,780.3
1,4,200,0.8007,275.089,-42.419,41.683,-6.505,99.581,-0.247,51.87,0,0,-388.3,1729.8,775.2
1,4,210,0.8408,275.089,-42.477,42.192,-7.404,99.523,-0.281,51.87,0,0,-388.5,1730.3,769.6
1,4,220,0.8808,275.089,-42.539,42.739,-8.369,99.461,-0.318,51.87,0,0,-388.7,1730.8,763.7
1,4,230,0.9208,275.089,-42.605,43.322,-9.400,99.394,-0.357,51.87,0,0,-388.9,1731.3,757.3
1,4,240,0.9609,275.089,-42.676,43.943,-10.496,99.324,-0.398,51.87,0,0,-389.1,1731.7,750.6
1,4,250,1.0009,275.089,-42.751,44.601,-11.658,99.249,-0.442,51.87,0,0,-389.3,1732.0,743.5
1,4,260,1.0410,275.089,-42.830,45.296,-12.885,99.170,-0.489,51.87,0,0,-389.5,1732.2,736.0
1,4,270,1.0810,275.089,-42.913,46.027,-14.176,99.086,-0.538,51.87,0,0,-389.7,1732.3,728.1
1,4,280,1.1210,275.089,-43.000,46.793,-15.529,98.999,-0.589,51.87,0,0,-389.9,1732.2,719.9
1,4,290,1.1611,275.089,-43.091,47.595,-16.945,98.908,-0.643,51.87,0,0,-390.0,1732.0,711.3
1,4,300,1.2011,275.089,-43.187,48.431,-18.421,98.813,-0.699,51.87,0,0,-390.2,1731.5,702.4
1,4,310,1.2411,275.089,-43.285,49.300,-19.956,98.714,-0.757,51.87,0,0,-390.4,1730.9,693.1
1,4,320,1.2812,275.089,-43.388,50.201,-21.548,98.611,-0.818,51.87,0,0,-390.6,1730.0,683.6
1,4,330,1.3212,275.089,-43.494,51.134,-23.196,98.505,-0.880,51.87,0,0,-390.7,1728.9,673.8
1,4,340,1.3613,275.089,-43.604,52.098,-24.897,98.396,-0.945,51.87,0,0,-390.8,1727.4,663.7
1,4,350,1.4013,275.089,-43.717,53.090,-26.649,98.283,-1.011,51.87,0,0,-390.9,1725.7,653.3
1,4,360,1.4413,275.089,-43.833,54.110,-28.451,98.167,-1.080,51.87,0,0,-391.0,1723.7,642.8
1,4,370,1.4814,275.089,-43.952,55.156,-30.299,98.047,-1.150,51.87,0,0,-391.1,1721.3,632.0
1,4,380,1.5214,275.089,-44.074,56.228,-32.191,97.926,-1.222,51.87,0,0,-391.1,1718.5,621.0
1,4,390,1.5614,275.089,-44.198,57.323,-34.125,97.801,-1.295,51.87,0,0,-391.2,1715.4,609.9
1,4,400,1.6015,275.089,-44.325,58.440,-36.097,97.674,-1.370,51.87,0,0,-391.1,1711.9,598.7
1,4,410,1.6415,275.089,-44.455,59.577,-38.106,97.544,-1.446,51.87,0,0,-391.1,1708.0,587.3
1,4,420,1.6815,275.089,-44.586,60.733,-40.148,97.413,-1.524,51.87,0,0,-391.0,1703.7,575.9
1,4,430,1.7216,275.089,-44.719,61.907,-42.220,97.279,-1.602,51.87,0,0,-390.9,1698.9,564.4
1,4,440,1.7616,275.089,-44.855,63.095,-44.319,97.144,-1.682,51.87,0,0,-390.8,1693.8,552.9
1,4,450,1.8017,275.089,-44.991,64.297,-46.442,97.007,-1.762,51.87,0,0,-390.6,1688.1,541.4
1,4,460,1.8417,275.089,-45.130,65.511,-48.586,96.869,-1.844,51.87,0,0,-390.4,1682.1,529.9
1,4,470,1.8817,275.089,-45.269,66.736,-50.748,96.730,-1.926,51.87,0,0,-390.1,1675.6,518.4
1,4,480,1.9218,275.089,-45.409,67.968,-52.924,96.589,-2.008,51.87,0,0,-389.8,1668.7,507.0
1,4,490,1.9618,275.089,-45.550,69.206,-55.111,96.448,-2.091,51.87,0,0,-389.5,1661.4,495.7
1,4,500,2.0018,275.089,-45.691,70.449,-57.306,96.307,-2.175,51.87,0,0,-389.1,1653.6,484.6
1,4,510,2.0419,275.089,-45.833,71.695,-59.506,96.165,-2.258,51.87,0,0,-388.7,1645.4,473.5
1,4,520,2.0819,275.089,-45.975,72.941,-61.707,96.023,-2.342,51.87,0,0,-388.3,1636.9,462.7
1,4,530,2.1220,275.089,-46.116,74.186,-63.905,95.882,-2.425,51.87,0,0,-387.8,1627.9,452.0
1,4,540,2.1620,275.089,-46.258,75.428,-66.098,95.740,-2.508,51.87,0,0,-387.4,1618.6,441.5
1,4,550,2.2020,275.089,-46.398,76.664,-68.283,95.600,-2.591,51.87,0,0,-386.8,1609.0,431.3
1,4,560,2.2421,275.089,-46.538,77.894,-70.455,95.460,-2.674,51.87,0,0,-386.3,1599.0,421.3
1,4,570,2.2821,275.089,-46.677,79.116,-72.611,95.321,-2.756,51.87,0,0,-385.7,1588.7,411.5
1,4,580,2.3221,275.089,-46.815,80.326,-74.750,95.183,-2.837,51.87,0,0,-385.1,1578.2,402.0
1,4,590,2.3622,275.089,-46.951,81.525,-76.866,95.046,-2.917,51.87,0,0,-384.4,1567.4,392.8
1,4,600,2.4022,275.089,-47.086,82.709,-78.957,94.912,-2.996,51.87,0,0,-383.8,1556.5,383.9
1,4,610,2.4423,275.089,-47.219,83.877,-81.020,94.779,-3.075,51.87,0,0,-383.1,1545.3,375.3
1,4,620,2.4823,275.089,-47.350,85.028,-83.053,94.648,-3.152,51.87,0,0,-382.4,1534.0,367.1
1,4,630,2.5223,275.089,-47.478,86.159,-85.051,94.519,-3.228,51.87,0,0,-381.7,1522.6,359.1
1,4,640,2.5624,275.089,-47.605,87.270,-87.012,94.393,-3.302,51.87,0,0,-380.9,1511.2,351.4
1,4,650,2.6024,275.089,-47.728,88.358,-88.934,94.269,-3.375,51.87,0,0,-380.2,1499.7,344.1
1,4,660,2.6424,275.089,-47.850,89.422,-90.813,94.148,-3.446,51.87,0,0,-379.5,1488.2,337.1
1,4,670,2.6825,275.089,-47.968,90.461,-92.647,94.029,-3.516,51.87,0,0,-378.7,1476.7,330.5
1,4,680,2.7225,275.089,-48.083,91.473,-94.434,93.914,-3.584,51.87,0,0,-378.0,1465.3,324.1
1,4,690,2.7625,275.089,-48.195,92.456,-96.171,93.802,-3.650,51.87,0,0,-377.2,1454.0,318.1
1,4,700,2.8026,275.089,-48.303,93.410,-97.857,93.694,-3.714,51.87,0,0,-376.5,1442.9,312.4
1,4,710,2.8426,275.089,-48.408,94.334,-99.488,93.589,-3.776,51.87,0,0,-375.8,1431.9,307.0
1,4,720,2.8827,275.089,-48.510,95.226,-101.063,93.487,-3.835,51.87,0,0,-375.1,1421.1,302.0
1,4,730,2.9227,275.089,-48.607,96.085,-102.581,93.389,-3.893,51.87,0,0,-374.3,1410.6,297.2
1,4,740,2.9627,275.089,-48.701,96.911,-104.039,93.295,-3.948,51.87,0,0,-373.7,1400.3,292.8
1,4,750,3.0028,275.089,-48.791,97.702,-105.436,93.205,-4.001,51.87,0,0,-373.0,1390.4,288.6
1,4,760,3.0428,275.089,-48.877,98.458,-106.771,93.119,-4.052,51.87,0,0,-372.3,1380.8,284.7
1,4,770,3.0828,275.089,-48.959,99.178,-108.042,93.037,-4.100,51.87,0,0,-371.7,1371.5,281.1
1,4,780,3.1229,275.089,-49.037,99.862,-109.250,92.960,-4.146,51.87,0,0,-371.1,1362.6,277.7
1,4,790,3.1629,275.089,-49.111,100.509,-110.392,92.886,-4.189,51.87,0,0,-370.5,1354.1,274.6
1,4,800,3.2030,275.089,-49.180,101.118,-111.469,92.817,-4.230,51.87,0,0,-369.9,1346.0,271.7
1,4,810,3.2430,275.089,-49.245,101.691,-112.480,92.751,-4.269,51.87,0,0,-369.4,1338.3,269.1
1,4,820,3.2830,275.089,-49.306,102.226,-113.425,92.691,-4.305,51.87,0,0,-368.9,1331.1,266.7
1,4,830,3.3231,275.089,-49.363,102.724,-114.304,92.634,-4.338,51.87,0,0,-368.4,1324.3,264.5
1,4,840,3.3631,275.089,-49.415,103.184,-115.118,92.581,-4.369,51.87,0,0,-368.0,1318.0,262.5
1,4,850,3.4031,275.089,-49.463,103.608,-115.866,92.533,-4.397,51.87,0,0,-367.6,1312.2,260.6
1,4,860,3.4432,275.089,-49.507,103.996,-116.551,92.489,-4.423,51.87,0,0,-367.2,1306.9,259.0
1,4,870,3.4832,275.089,-49.547,104.348,-117.173,92.449,-4.447,51.87,0,0,-366.9,1302.0,257.6
1,4,880,3.5232,275.089,-49.583,104.665,-117.733,92.413,-4.468,51.87,0,0,-366.6,1297.5,256.3
1,4,890,3.5633,275.089,-49.616,104.948,-118.233,92.381,-4.487,51.87,0,0,-366.3,1293.6,255.1
1,4,900,3.6033,275.089,-49.644,105.198,-118.675,92.352,-4.504,51.87,0,0,-366.1,1290.1,254.1
1,4,910,3.6434,275.089,-49.669,105.417,-119.061,92.327,-4.518,51.87,0,0,-365.8,1287.0,253.3
1,4,920,3.6834,275.089,-49.690,105.605,-119.393,92.306,-4.531,51.87,0,0,-365.7,1284.3,252.5
1,4,930,3.7234,275.089,-49.709,105.765,-119.675,92.288,-4.542,51.87,0,0,-365.5,1282.1,251.9
1,4,940,3.7635,275.089,-49.724,105.898,-119.909,92.273,-4.551,51.87,0,0,-365.4,1280.2,251.4
1,4,950,3.8035,275.089,-49.736,106.005,-120.100,92.260,-4.558,51.87,0,0,-365.3,1278.6,251.0
1,4,960,3.8435,275.089,-49.746,106.090,-120.249,92.251,-4.564,51.87,0,0,-365.2,1277.4,250.7
1,4,970,3.8836,275.089,-49.753,106.155,-120.363,92.243,-4.568,51.87,0,0,-365.1,1276.5,250.4
1,4,980,3.9236,275.089,-49.758,106.201,-120.445,92.238,-4.571,51.87,0,0,-365.1,1275.9,250.2
1,4,990,3.9637,275.089,-49.762,106.231,-120.499,92.235,-4.573,51.87,0,0,-365.0,1275.4,250.1
1,4,1000,4.0037,275.089,-49.764,106.250,-120.531,92.233,-4.574,51.87,0,0,-365.0,1275.2,250.0
1,4,1010,4.0437,275.089,-49.765,106.259,-120.547,92.232,-4.575,51.87,0,0,-365.0,1275.0,250.0
1,4,1020,4.0838,275.089,-49.765,106.261,-120.552,92.231,-4.575,51.87,0,0,-365.0,1275.0,250.0
1,4,1027,4.1118,275.089,-49.765,106.262,-120.552,92.231,-4.575,51.87,0,0,-365.0,1275.0,250.0
1,5,0,0.0000,275.089,-49.765,106.262,-120.552,92.231,-4.575,51.87,0,0,-365.0,1275.0,250.0
1,5,10,0.0400,275.089,-49.763,106.261,-120.554,92.231,-4.575,51.87,0,0,-365.0,1275.0,250.0
1,5,20,0.0801,275.089,-49.750,106.257,-120.563,92.231,-4.575,51.87,0,0,-365.0,1275.0,249.8
1,5,30,0.1201,275.089,-49.717,106.247,-120.586,92.231,-4.575,51.87,0,0,-365.0,1275.1,249.2
1,5,40,0.1602,275.089,-49.655,106.229,-120.630,92.231,-4.575,51.87,0,0,-365.0,1275.3,248.2
1,5,50,0.2002,275.089,-49.558,106.200,-120.698,92.231,-4.575,51.87,0,0,-365.0,1275.5,246.6
1,5,60,0.2402,275.089,-49.420,106.160,-120.796,92.231,-4.575,51.87,0,0,-365.1,1275.8,244.3
1,5,70,0.2803,275.089,-49.237,106.106,-120.924,92.231,-4.575,51.87,0,0,-365.1,1276.2,241.3
1,5,80,0.3203,275.089,-49.006,106.037,-121.087,92.231,-4.575,51.87,0,0,-365.2,1276.7,237.4
1,5,90,0.3604,275.089,-48.725,105.955,-121.285,92.231,-4.575,51.87,0,0,-365.2,1277.3,232.8
1,5,100,0.4004,275.089,-48.394,105.857,-121.518,92.231,-4.575,51.87,0,0,-365.3,1278.0,227.2
1,5,110,0.4405,275.089,-48.012,105.744,-121.787,92.231,-4.575,51.87,0,0,-365.3,1278.7,220.9
1,5,120,0.4805,275.089,-47.580,105.616,-122.092,92.231,-4.575,51.87,0,0,-365.4,1279.5,213.7
1,5,130,0.5205,275.089,-47.101,105.474,-122.430,92.231,-4.575,51.87,0,0,-365.5,1280.3,205.6
1,5,140,0.5606,275.089,-46.575,105.319,-122.800,92.231,-4.575,51.87,0,0,-365.5,1281.1,196.8
1,5,150,0.6006,275.089,-46.008,105.152,-123.199,92.231,-4.575,51.87,0,0,-365.6,1281.9,187.3
1,5,160,0.6407,275.089,-45.402,104.973,-123.626,92.231,-4.575,51.87,0,0,-365.7,1282.7,177.0
1,5,170,0.6807,275.089,-44.761,104.783,-124.078,92.231,-4.575,51.87,0,0,-365.7,1283.4,166.2
1,5,180,0.7207,275.089,-44.091,104.585,-124.550,92.231,-4.575,51.87,0,0,-365.8,1284.0,154.8
1,5,190,0.7608,275.089,-43.397,104.380,-125.039,92.231,-4.575,51.87,0,0,-365.9,1284.6,143.0
1,5,200,0.8008,275.089,-42.683,104.169,-125.542,92.231,-4.575,51.87,0,0,-365.9,1285.0,130.9
1,5,210,0.8409,275.089,-41.956,103.954,-126.054,92.231,-4.575,51.87,0,0,-365.9,1285.3,118.4
1,5,220,0.8809,275.089,-41.221,103.737,-126.572,92.231,-4.575,51.87,0,0,-365.9,1285.4,105.8
1,5,230,0.9209,275.089,-40.485,103.520,-127.091,92.231,-4.575,51.87,0,0,-365.9,1285.4,93.2
1,5,240,0.9610,275.089,-39.752,103.303,-127.607,92.231,-4.575,51.87,0,0,-365.9,1285.2,80.6
1,5,250,1.0010,275.089,-39.030,103.090,-128.116,92.231,-4.575,51.87,0,0,-365.9,1284.9,68.1
1,5,260,1.0411,275.089,-38.323,102.881,-128.614,92.231,-4.575,51.87,0,0,-365.8,1284.5,55.9
1,5,270,1.0811,275.089,-37.637,102.678,-129.097,92.231,-4.575,51.87,0,0,-365.8,1283.9,44.0
1,5,280,1.1212,275.089,-36.979,102.484,-129.561,92.231,-4.575,51.87,0,0,-365.7,1283.3,32.6
1,5,290,1.1612,275.089,-36.351,102.299,-130.003,92.231,-4.575,51.87,0,0,-365.7,1282.5,21.7
1,5,300,1.2012,275.089,-35.760,102.124,-130.419,92.231,-4.575,51.87,0,0,-365.6,1281.7,11.4
1,5,310,1.2413,275.089,-35.209,101.961,-130.807,92.231,-4.575,51.87,0,0,-365.5,1280.9,1.9
1,5,320,1.2813,275.089,-34.702,101.811,-131.165,92.231,-4.575,51.87,0,0,-365.5,1280.1,-7.0
1,5,330,1.3214,275.089,-34.241,101.675,-131.490,92.231,-4.575,51.87,0,0,-365.4,1279.3,-15.0
1,5,340,1.3614,275.089,-33.829,101.553,-131.780,92.231,-4.575,51.87,0,0,-365.3,1278.5,-22.2
1,5,350,1.4014,275.089,-33.467,101.446,-132.035,92.231,-4.575,51.87,0,0,-365.2,1277.8,-28.5
1,5,360,1.4415,275.089,-33.156,101.355,-132.254,92.231,-4.575,51.87,0,0,-365.2,1277.1,-33.9
1,5,370,1.4815,275.089,-32.896,101.278,-132.437,92.231,-4.575,51.87,0,0,-365.1,1276.5,-38.5
1,5,380,1.5216,275.089,-32.684,101.215,-132.586,92.231,-4.575,51.87,0,0,-365.1,1276.1,-42.2
1,5,390,1.5616,275.089,-32.520,101.166,-132.702,92.231,-4.575,51.87,0,0,-365.1,1275.7,-45.0
1,5,400,1.6016,275.089,-32.399,101.131,-132.788,92.231,-4.575,51.87,0,0,-365.0,1275.4,-47.1
1,5,410,1.6417,275.089,-32.316,101.106,-132.846,92.231,-4.575,51.87,0,0,-365.0,1275.2,-48.6
1,5,420,1.6817,275.089,-32.267,101.092,-132.881,92.231,-4.575,51.87,0,0,-365.0,1275.1,-49.4
1,5,430,1.7218,275.089,-32.243,101.085,-132.898,92.231,-4.575,51.87,0,0,-365.0,1275.0,-49.9
1,5,440,1.7618,275.089,-32.235,101.082,-132.903,92.231,-4.575,51.87,0,0,-365.0,1275.0,-50.0
1,5,446,1.7858,275.089,-32.235,101.082,-132.903,92.231,-4.575,51.87,0,0,-365.0,1275.0,-50.0
1,6,0,0.0000,275.089,-32.235,101.082,-132.903,92.231,-4.575,51.87,0,0,-365.0,1275.0,-50.0
1,6,10,0.0400,275.089,-32.237,101.083,-132.902,92.231,-4.575,51.87,0,0,-365.0,1275.0,-50.0
1,6,20,0.0801,275.089,-32.250,101.087,-132.893,92.231,-4.575,51.87,0,0,-365.0,1275.0,-49.7
